Entry	Entry Name	Organism	Length	Gene Names (primary)	Protein families
Q7RTP0	NIPA1_HUMAN	Homo sapiens (Human)	329	NIPA1	NIPA family
Q7RTP6	MICA3_HUMAN	Homo sapiens (Human)	2002	MICAL3	Mical family
Q7RTR0	NLRP9_HUMAN	Homo sapiens (Human)	991	NLRP9	NLRP family
Q7RTR2	NLRC3_HUMAN	Homo sapiens (Human)	1065	NLRC3	NLRP family
Q7RTS1	BHA15_HUMAN	Homo sapiens (Human)	189	BHLHA15	
Q7RTS3	PTF1A_HUMAN	Homo sapiens (Human)	328	PTF1A	
Q7RTS7	K2C74_HUMAN	Homo sapiens (Human)	529	KRT74	Intermediate filament family
Q7RTS9	DYM_HUMAN	Homo sapiens (Human)	669	DYM	Dymeclin family
Q7RTT9	S29A4_HUMAN	Homo sapiens (Human)	530	SLC29A4	SLC29A/ENT transporter (TC 2.A.57) family
Q7RTU1	TCF23_HUMAN	Homo sapiens (Human)	214	TCF23	
Q7RTU3	OLIG3_HUMAN	Homo sapiens (Human)	272	OLIG3	
Q7RTU4	BHA09_HUMAN	Homo sapiens (Human)	235	BHLHA9	
Q7RTU7	SCX_HUMAN	Homo sapiens (Human)	201	SCX	
Q7RTV0	PHF5A_HUMAN	Homo sapiens (Human)	110	PHF5A	PHF5 family
Q7RTW8	OTOAN_HUMAN	Homo sapiens (Human)	1153	OTOA	Stereocilin family
Q7RTX0	TS1R3_HUMAN	Homo sapiens (Human)	852	TAS1R3	G-protein coupled receptor 3 family
Q7RTX1	TS1R1_HUMAN	Homo sapiens (Human)	841	TAS1R1	G-protein coupled receptor 3 family
Q7RTX7	CTSR4_HUMAN	Homo sapiens (Human)	472	CATSPER4	Cation channel sperm-associated (TC 1.A.1.19) family
Q7RTY0	MOT13_HUMAN	Homo sapiens (Human)	426	SLC16A13	Major facilitator superfamily
Q7RTY1	MOT9_HUMAN	Homo sapiens (Human)	509	SLC16A9	Major facilitator superfamily
Q7RTZ1	OVCH2_HUMAN	Homo sapiens (Human)	564	OVCH2	Peptidase S1 family
Q7Z2D5	PLPR4_HUMAN	Homo sapiens (Human)	763	PLPPR4	PA-phosphatase related phosphoesterase family
Q7Z2E3	APTX_HUMAN	Homo sapiens (Human)	356	APTX	
Q7Z2H8	S36A1_HUMAN	Homo sapiens (Human)	476	SLC36A1	Amino acid/polyamine transporter 2 family
Q7Z2K6	ERMP1_HUMAN	Homo sapiens (Human)	904	ERMP1	Peptidase M28 family
Q7Z2W4	ZCCHV_HUMAN	Homo sapiens (Human)	902	ZC3HAV1	ARTD/PARP family
Q7Z2W7	TRPM8_HUMAN	Homo sapiens (Human)	1104	TRPM8	Transient receptor (TC 1.A.4) family
Q7Z2X4	PCLI1_HUMAN	Homo sapiens (Human)	250	PID1	
Q7Z2Y5	NRK_HUMAN	Homo sapiens (Human)	1582	NRK	Protein kinase superfamily
Q7Z2Z1	TICRR_HUMAN	Homo sapiens (Human)	1910	TICRR	Treslin family
Q7Z2Z2	EFL1_HUMAN	Homo sapiens (Human)	1120	EFL1	TRAFAC class translation factor GTPase superfamily
Q7Z333	SETX_HUMAN	Homo sapiens (Human)	2677	SETX	DNA2/NAM7 helicase family
Q7Z353	HDX_HUMAN	Homo sapiens (Human)	690	HDX	
Q7Z392	TPC11_HUMAN	Homo sapiens (Human)	1133	TRAPPC11	TRAPPC11 family
Q7Z3B1	NEGR1_HUMAN	Homo sapiens (Human)	354	NEGR1	Immunoglobulin superfamily
Q7Z3B3	KANL1_HUMAN	Homo sapiens (Human)	1105	KANSL1	
Q7Z3B4	NUP54_HUMAN	Homo sapiens (Human)	507	NUP54	NUP54 family
Q7Z3C6	ATG9A_HUMAN	Homo sapiens (Human)	839	ATG9A	ATG9 family
Q7Z3E1	PARPT_HUMAN	Homo sapiens (Human)	657	TIPARP	ARTD/PARP family
Q7Z3E5	ARMC9_HUMAN	Homo sapiens (Human)	818	ARMC9	
Q7Z3H0	PANKY_HUMAN	Homo sapiens (Human)	452	ANKRD33	
Q7Z3I7	ZN572_HUMAN	Homo sapiens (Human)	529	ZNF572	Krueppel C2H2-type zinc-finger protein family
Q7Z3J2	VP35L_HUMAN	Homo sapiens (Human)	963	VPS35L	VPS35L family
Q7Z3K3	POGZ_HUMAN	Homo sapiens (Human)	1410	POGZ	
Q7Z3K6	MIER3_HUMAN	Homo sapiens (Human)	550	MIER3	
Q7Z3S7	CA2D4_HUMAN	Homo sapiens (Human)	1137	CACNA2D4	Calcium channel subunit alpha-2/delta family
Q7Z3S9	NT2NA_HUMAN	Homo sapiens (Human)	236	NOTCH2NLA	NOTCH family
Q7Z3T8	ZFY16_HUMAN	Homo sapiens (Human)	1539	ZFYVE16	
Q7Z3U7	MON2_HUMAN	Homo sapiens (Human)	1717	MON2	MON2 family
Q7Z3Y7	K1C28_HUMAN	Homo sapiens (Human)	464	KRT28	Intermediate filament family
Q7Z3Y8	K1C27_HUMAN	Homo sapiens (Human)	459	KRT27	Intermediate filament family
Q7Z3Y9	K1C26_HUMAN	Homo sapiens (Human)	468	KRT26	Intermediate filament family
Q7Z3Z0	K1C25_HUMAN	Homo sapiens (Human)	450	KRT25	Intermediate filament family
Q7Z3Z2	RD3_HUMAN	Homo sapiens (Human)	195	RD3	
Q7Z3Z4	PIWL4_HUMAN	Homo sapiens (Human)	852	PIWIL4	Argonaute family
Q7Z401	MYCPP_HUMAN	Homo sapiens (Human)	1863	DENND4A	
Q7Z403	TMC6_HUMAN	Homo sapiens (Human)	805	TMC6	TMC family
Q7Z406	MYH14_HUMAN	Homo sapiens (Human)	1995	MYH14	TRAFAC class myosin-kinesin ATPase superfamily
Q7Z407	CSMD3_HUMAN	Homo sapiens (Human)	3707	CSMD3	CSMD family
Q7Z410	TMPS9_HUMAN	Homo sapiens (Human)	1059	TMPRSS9	Peptidase S1 family
Q7Z412	PEX26_HUMAN	Homo sapiens (Human)	305	PEX26	Peroxin-26 family
Q7Z417	NUFP2_HUMAN	Homo sapiens (Human)	695	NUFIP2	
Q7Z418	KCNKI_HUMAN	Homo sapiens (Human)	384	KCNK18	Two pore domain potassium channel (TC 1.A.1.8) family
Q7Z419	R144B_HUMAN	Homo sapiens (Human)	303	RNF144B	RBR family
Q7Z429	LFG1_HUMAN	Homo sapiens (Human)	371	GRINA	BI1 family
Q7Z434	MAVS_HUMAN	Homo sapiens (Human)	540	MAVS	
Q7Z442	PK1L2_HUMAN	Homo sapiens (Human)	2459	PKD1L2	Polycystin family
Q7Z443	PK1L3_HUMAN	Homo sapiens (Human)	1732	PKD1L3	Polycystin family
Q7Z449	CP2U1_HUMAN	Homo sapiens (Human)	544	CYP2U1	Cytochrome P450 family
Q7Z460	CLAP1_HUMAN	Homo sapiens (Human)	1538	CLASP1	CLASP family
Q7Z465	BNIPL_HUMAN	Homo sapiens (Human)	357	BNIPL	
Q7Z478	DHX29_HUMAN	Homo sapiens (Human)	1369	DHX29	DEAD box helicase family
Q7Z494	NPHP3_HUMAN	Homo sapiens (Human)	1330	NPHP3	
Q7Z4F1	LRP10_HUMAN	Homo sapiens (Human)	713	LRP10	LDLR family
Q7Z4G1	COMD6_HUMAN	Homo sapiens (Human)	85	COMMD6	
Q7Z4H4	ADM2_HUMAN	Homo sapiens (Human)	148	ADM2	Adrenomedullin family
Q7Z4H7	HAUS6_HUMAN	Homo sapiens (Human)	955	HAUS6	HAUS6 family
Q7Z4H8	PLGT3_HUMAN	Homo sapiens (Human)	507	POGLUT3	KDELC family
Q7Z4I7	LIMS2_HUMAN	Homo sapiens (Human)	341	LIMS2	
Q7Z4K8	TRI46_HUMAN	Homo sapiens (Human)	759	TRIM46	TRIM/RBCC family
Q7Z4L5	TT21B_HUMAN	Homo sapiens (Human)	1316	TTC21B	TTC21 family
Q7Z4N2	TRPM1_HUMAN	Homo sapiens (Human)	1603	TRPM1	Transient receptor (TC 1.A.4) family
Q7Z4N8	P4HA3_HUMAN	Homo sapiens (Human)	544	P4HA3	P4HA family
Q7Z4P5	GDF7_HUMAN	Homo sapiens (Human)	450	GDF7	TGF-beta family
Q7Z4S6	KI21A_HUMAN	Homo sapiens (Human)	1674	KIF21A	TRAFAC class myosin-kinesin ATPase superfamily
Q7Z4T8	GLTL5_HUMAN	Homo sapiens (Human)	443	GALNTL5	Glycosyltransferase 2 family
Q7Z4T9	CFA91_HUMAN	Homo sapiens (Human)	767	CFAP91	CFAP91 family
Q7Z4V0	ZN438_HUMAN	Homo sapiens (Human)	828	ZNF438	Krueppel C2H2-type zinc-finger protein family
Q7Z4V5	HDGR2_HUMAN	Homo sapiens (Human)	671	HDGFL2	HDGF family
Q7Z4W1	DCXR_HUMAN	Homo sapiens (Human)	244	DCXR	Short-chain dehydrogenases/reductases (SDR) family
Q7Z4W3	KR193_HUMAN	Homo sapiens (Human)	81	KRTAP19-3	KRTAP type 19 family
Q7Z569	BRAP_HUMAN	Homo sapiens (Human)	592	BRAP	
Q7Z570	Z804A_HUMAN	Homo sapiens (Human)	1209	ZNF804A	
Q7Z589	EMSY_HUMAN	Homo sapiens (Human)	1322	EMSY	
Q7Z591	AKNA_HUMAN	Homo sapiens (Human)	1439	AKNA	AKNA family
Q7Z5A7	TAFA5_HUMAN	Homo sapiens (Human)	132	TAFA5	TAFA family
Q7Z5B4	RIC3_HUMAN	Homo sapiens (Human)	369	RIC3	Ric-3 family
Q7Z5G4	GOGA7_HUMAN	Homo sapiens (Human)	137	GOLGA7	ERF4 family
Q7Z5H3	RHG22_HUMAN	Homo sapiens (Human)	698	ARHGAP22	
Q7Z5J1	DHI1L_HUMAN	Homo sapiens (Human)	315	HSD11B1L	Short-chain dehydrogenases/reductases (SDR) family
Q7Z5J4	RAI1_HUMAN	Homo sapiens (Human)	1906	RAI1	
Q7Z5K2	WAPL_HUMAN	Homo sapiens (Human)	1190	WAPL	WAPL family
Q7Z5L2	R3HCL_HUMAN	Homo sapiens (Human)	792	R3HCC1L	
Q7Z5L7	PODN_HUMAN	Homo sapiens (Human)	613	PODN	Small leucine-rich proteoglycan (SLRP) family
Q7Z5L9	I2BP2_HUMAN	Homo sapiens (Human)	587	IRF2BP2	IRF2BP family
Q7Z5N4	SDK1_HUMAN	Homo sapiens (Human)	2213	SDK1	Sidekick family
Q7Z5P4	DHB13_HUMAN	Homo sapiens (Human)	300	HSD17B13	Short-chain dehydrogenases/reductases (SDR) family
Q7Z5P9	MUC19_HUMAN	Homo sapiens (Human)	8384	MUC19	
Q7Z5Q1	CPEB2_HUMAN	Homo sapiens (Human)	589	CPEB2	RRM CPEB family
Q7Z5Q5	DPOLN_HUMAN	Homo sapiens (Human)	900	POLN	DNA polymerase type-A family
Q7Z5R6	AB1IP_HUMAN	Homo sapiens (Human)	666	APBB1IP	MRL family
Q7Z5V6	PPR32_HUMAN	Homo sapiens (Human)	425	PPP1R32	
Q7Z5W3	BN3D2_HUMAN	Homo sapiens (Human)	292	BCDIN3D	Methyltransferase superfamily
Q7Z5Y6	BMP8A_HUMAN	Homo sapiens (Human)	402	BMP8A	TGF-beta family
Q7Z602	GP141_HUMAN	Homo sapiens (Human)	305	GPR141	G-protein coupled receptor 1 family
Q7Z614	SNX20_HUMAN	Homo sapiens (Human)	316	SNX20	Sorting nexin family
Q7Z624	CMKMT_HUMAN	Homo sapiens (Human)	323	CAMKMT	Class I-like SAM-binding methyltransferase superfamily
Q7Z628	ARHG8_HUMAN	Homo sapiens (Human)	596	NET1	
Q7Z698	SPRE2_HUMAN	Homo sapiens (Human)	418	SPRED2	
Q7Z699	SPRE1_HUMAN	Homo sapiens (Human)	444	SPRED1	
Q7Z6A9	BTLA_HUMAN	Homo sapiens (Human)	289	BTLA	
Q7Z6B0	CCD91_HUMAN	Homo sapiens (Human)	441	CCDC91	
Q7Z6B7	SRGP1_HUMAN	Homo sapiens (Human)	1085	SRGAP1	
Q7Z6E9	RBBP6_HUMAN	Homo sapiens (Human)	1792	RBBP6	
Q7Z6G3	NECA2_HUMAN	Homo sapiens (Human)	386	NECAB2	
Q7Z6G8	ANS1B_HUMAN	Homo sapiens (Human)	1248	ANKS1B	
Q7Z6I5	SPT12_HUMAN	Homo sapiens (Human)	190	SPATA12	
Q7Z6I6	RHG30_HUMAN	Homo sapiens (Human)	1101	ARHGAP30	
Q7Z6J0	SH3R1_HUMAN	Homo sapiens (Human)	888	SH3RF1	SH3RF family
Q7Z6J4	FGD2_HUMAN	Homo sapiens (Human)	655	FGD2	
Q7Z6J6	FRMD5_HUMAN	Homo sapiens (Human)	570	FRMD5	
Q7Z6J8	UBE3D_HUMAN	Homo sapiens (Human)	389	UBE3D	
Q7Z6J9	SEN54_HUMAN	Homo sapiens (Human)	526	TSEN54	SEN54 family
Q7Z6K1	THAP5_HUMAN	Homo sapiens (Human)	395	THAP5	
Q7Z6K5	ARPIN_HUMAN	Homo sapiens (Human)	226	ARPIN	Arpin family
Q7Z6L0	PRRT2_HUMAN	Homo sapiens (Human)	340	PRRT2	CD225/Dispanin family
Q7Z6L1	TCPR1_HUMAN	Homo sapiens (Human)	1165	TECPR1	TECPR1 family
Q7Z6M1	RABEK_HUMAN	Homo sapiens (Human)	372	RABEPK	
Q7Z6M3	MILR1_HUMAN	Homo sapiens (Human)	343	MILR1	
Q7Z6M4	MTEF4_HUMAN	Homo sapiens (Human)	381	MTERF4	MTERF family
Q7Z6R9	AP2D_HUMAN	Homo sapiens (Human)	452	TFAP2D	AP-2 family
Q7Z6V5	ADAT2_HUMAN	Homo sapiens (Human)	191	ADAT2	Cytidine and deoxycytidylate deaminase family
Q7Z6Z7	HUWE1_HUMAN	Homo sapiens (Human)	4374	HUWE1	UPL family
Q7Z739	YTHD3_HUMAN	Homo sapiens (Human)	585	YTHDF3	YTHDF family
Q7Z769	S35E3_HUMAN	Homo sapiens (Human)	313	SLC35E3	TPT transporter family
Q7Z794	K2C1B_HUMAN	Homo sapiens (Human)	578	KRT77	Intermediate filament family
Q7Z7A1	CNTRL_HUMAN	Homo sapiens (Human)	2325	CNTRL	
Q7Z7A4	PXK_HUMAN	Homo sapiens (Human)	578	PXK	Protein kinase superfamily
Q7Z7B0	FLIP1_HUMAN	Homo sapiens (Human)	1213	FILIP1	FILIP1 family
Q7Z7B1	PIGW_HUMAN	Homo sapiens (Human)	504	PIGW	PIGW family
Q7Z7C7	STRA8_HUMAN	Homo sapiens (Human)	330	STRA8	
Q7Z7C8	TAF8_HUMAN	Homo sapiens (Human)	310	TAF8	TAF8 family
Q7Z7D3	VTCN1_HUMAN	Homo sapiens (Human)	282	VTCN1	Immunoglobulin superfamily
Q7Z7E8	UB2Q1_HUMAN	Homo sapiens (Human)	422	UBE2Q1	Ubiquitin-conjugating enzyme family
Q7Z7F0	KHDC4_HUMAN	Homo sapiens (Human)	614	KHDC4	KHDC4 family
Q7Z7G0	TARSH_HUMAN	Homo sapiens (Human)	1068	ABI3BP	
Q7Z7G1	CLNK_HUMAN	Homo sapiens (Human)	428	CLNK	
Q7Z7G2	CPLX4_HUMAN	Homo sapiens (Human)	160	CPLX4	Complexin/synaphin family
Q7Z7G8	VP13B_HUMAN	Homo sapiens (Human)	4022	VPS13B	VPS13 family
Q7Z7H3	CATIP_HUMAN	Homo sapiens (Human)	387	CATIP	CATIP family
Q7Z7H5	TMED4_HUMAN	Homo sapiens (Human)	227	TMED4	EMP24/GP25L family
Q7Z7H8	RM10_HUMAN	Homo sapiens (Human)	261	MRPL10	Universal ribosomal protein uL10 family
Q7Z7K6	CENPV_HUMAN	Homo sapiens (Human)	275	CENPV	Gfa family
Q7Z7L1	SLN11_HUMAN	Homo sapiens (Human)	901	SLFN11	Schlafen family
Q7Z7M0	MEGF8_HUMAN	Homo sapiens (Human)	2845	MEGF8	
Q7Z7M8	B3GN8_HUMAN	Homo sapiens (Human)	397	B3GNT8	Glycosyltransferase 31 family
Q7Z7M9	GALT5_HUMAN	Homo sapiens (Human)	940	GALNT5	Glycosyltransferase 2 family
Q7Z7N9	T179B_HUMAN	Homo sapiens (Human)	219	TMEM179B	TMEM179 family
Q86SE5	RALYL_HUMAN	Homo sapiens (Human)	291	RALYL	RRM HNRPC family
Q86SE8	NPM2_HUMAN	Homo sapiens (Human)	214	NPM2	Nucleoplasmin family
Q86SE9	PCGF5_HUMAN	Homo sapiens (Human)	256	PCGF5	
Q86SF2	GALT7_HUMAN	Homo sapiens (Human)	657	GALNT7	Glycosyltransferase 2 family
Q86SG2	ANR23_HUMAN	Homo sapiens (Human)	305	ANKRD23	
Q86SG3	DAZ4_HUMAN	Homo sapiens (Human)	579	DAZ4	RRM DAZ family
Q86SG5	S1A7A_HUMAN	Homo sapiens (Human)	101	S100A7A	S-100 family
Q86SG6	NEK8_HUMAN	Homo sapiens (Human)	692	NEK8	Protein kinase superfamily
Q86SJ2	AMGO2_HUMAN	Homo sapiens (Human)	522	AMIGO2	Immunoglobulin superfamily
Q86SJ6	DSG4_HUMAN	Homo sapiens (Human)	1040	DSG4	
Q86SK9	SCD5_HUMAN	Homo sapiens (Human)	330	SCD5	Fatty acid desaturase type 1 family
Q86SQ0	PHLB2_HUMAN	Homo sapiens (Human)	1253	PHLDB2	
Q86SQ3	AGRE4_HUMAN	Homo sapiens (Human)	457	ADGRE4P	G-protein coupled receptor 2 family
Q86SQ4	AGRG6_HUMAN	Homo sapiens (Human)	1221	ADGRG6	G-protein coupled receptor 2 family
Q86SQ6	AGRA1_HUMAN	Homo sapiens (Human)	560	ADGRA1	G-protein coupled receptor 2 family
Q86SQ7	SDCG8_HUMAN	Homo sapiens (Human)	713	SDCCAG8	
Q86SQ9	DHDDS_HUMAN	Homo sapiens (Human)	333	DHDDS	UPP synthase family
Q86SR1	GLT10_HUMAN	Homo sapiens (Human)	603	GALNT10	Glycosyltransferase 2 family
Q86SS6	SYT9_HUMAN	Homo sapiens (Human)	491	SYT9	Synaptotagmin family
Q86SU0	ILDR1_HUMAN	Homo sapiens (Human)	546	ILDR1	Immunoglobulin superfamily
Q86SX6	GLRX5_HUMAN	Homo sapiens (Human)	157	GLRX5	Glutaredoxin family
Q86SZ2	TPC6B_HUMAN	Homo sapiens (Human)	158	TRAPPC6B	TRAPP small subunits family
Q86T03	PP4P1_HUMAN	Homo sapiens (Human)	277	PIP4P1	
Q86T13	CLC14_HUMAN	Homo sapiens (Human)	490	CLEC14A	
Q86T24	KAISO_HUMAN	Homo sapiens (Human)	672	ZBTB33	
Q86T26	TM11B_HUMAN	Homo sapiens (Human)	416	TMPRSS11B	Peptidase S1 family
Q86T65	DAAM2_HUMAN	Homo sapiens (Human)	1068	DAAM2	Formin homology family
Q86T82	UBP37_HUMAN	Homo sapiens (Human)	979	USP37	Peptidase C19 family
Q86T90	K1328_HUMAN	Homo sapiens (Human)	577	KIAA1328	
Q86T96	RN180_HUMAN	Homo sapiens (Human)	592	RNF180	
Q86TB3	ALPK2_HUMAN	Homo sapiens (Human)	2170	ALPK2	Protein kinase superfamily
Q86TB9	PATL1_HUMAN	Homo sapiens (Human)	770	PATL1	PAT1 family
Q86TC9	MYPN_HUMAN	Homo sapiens (Human)	1320	MYPN	Myotilin/palladin family
Q86TG1	T150A_HUMAN	Homo sapiens (Human)	271	TMEM150A	DRAM/TMEM150 family
Q86TG7	PEG10_HUMAN	Homo sapiens (Human)	708	PEG10	
Q86TH1	ATL2_HUMAN	Homo sapiens (Human)	951	ADAMTSL2	
Q86TI0	TBCD1_HUMAN	Homo sapiens (Human)	1168	TBC1D1	
Q86TI2	DPP9_HUMAN	Homo sapiens (Human)	863	DPP9	Peptidase S9B family
Q86TJ2	TAD2B_HUMAN	Homo sapiens (Human)	420	TADA2B	
Q86TL0	ATG4D_HUMAN	Homo sapiens (Human)	474	ATG4D	Peptidase C54 family
Q86TL2	STIMA_HUMAN	Homo sapiens (Human)	294	STIMATE	STIMATE family
Q86TM3	DDX53_HUMAN	Homo sapiens (Human)	631	DDX53	DEAD box helicase family
Q86TM6	SYVN1_HUMAN	Homo sapiens (Human)	617	SYVN1	HRD1 family
Q86TP1	PRUN1_HUMAN	Homo sapiens (Human)	453	PRUNE1	PPase class C family
Q86TS9	RM52_HUMAN	Homo sapiens (Human)	123	MRPL52	Mitochondrion-specific ribosomal protein mL52 family
Q86TU7	SETD3_HUMAN	Homo sapiens (Human)	594	SETD3	Class V-like SAM-binding methyltransferase superfamily
Q86TV6	TTC7B_HUMAN	Homo sapiens (Human)	843	TTC7B	
Q86TW2	ADCK1_HUMAN	Homo sapiens (Human)	530	ADCK1	Protein kinase superfamily
Q86TX2	ACOT1_HUMAN	Homo sapiens (Human)	421	ACOT1	C/M/P thioester hydrolase family
Q86U06	RBM23_HUMAN	Homo sapiens (Human)	439	RBM23	Splicing factor SR family
Q86U10	LPP60_HUMAN	Homo sapiens (Human)	573	ASPG	Asparaginase 1 family
Q86U28	ISCA2_HUMAN	Homo sapiens (Human)	154	ISCA2	HesB/IscA family
Q86U42	PABP2_HUMAN	Homo sapiens (Human)	306	PABPN1	
Q86U44	MTA70_HUMAN	Homo sapiens (Human)	580	METTL3	MT-A70-like family
Q86U70	LDB1_HUMAN	Homo sapiens (Human)	411	LDB1	LDB family
Q86U86	PB1_HUMAN	Homo sapiens (Human)	1689	PBRM1	
Q86U90	YRDC_HUMAN	Homo sapiens (Human)	279	YRDC	SUA5 family
Q86UA6	RIP_HUMAN	Homo sapiens (Human)	219	RPAIN	
Q86UC2	RSPH3_HUMAN	Homo sapiens (Human)	560	RSPH3	Flagellar radial spoke RSP3 family
Q86UD0	SAPC2_HUMAN	Homo sapiens (Human)	394	SAPCD2	
Q86UD3	MARH3_HUMAN	Homo sapiens (Human)	253	MARCHF3	
Q86UD4	ZN329_HUMAN	Homo sapiens (Human)	541	ZNF329	Krueppel C2H2-type zinc-finger protein family
Q86UD5	SL9B2_HUMAN	Homo sapiens (Human)	537	SLC9B2	Monovalent cation:proton antiporter 1 (CPA1) transporter (TC 2.A.36) family
Q86UE4	LYRIC_HUMAN	Homo sapiens (Human)	582	MTDH	
Q86UE6	LRRT1_HUMAN	Homo sapiens (Human)	522	LRRTM1	LRRTM family
Q86UE8	TLK2_HUMAN	Homo sapiens (Human)	772	TLK2	Protein kinase superfamily
Q86UF1	TSN33_HUMAN	Homo sapiens (Human)	283	TSPAN33	Tetraspanin (TM4SF) family
Q86UG4	SO6A1_HUMAN	Homo sapiens (Human)	719	SLCO6A1	Organo anion transporter (TC 2.A.60) family
Q86UK0	ABCAC_HUMAN	Homo sapiens (Human)	2595	ABCA12	ABC transporter superfamily
Q86UK5	LBN_HUMAN	Homo sapiens (Human)	1308	EVC2	
Q86UK7	ZN598_HUMAN	Homo sapiens (Human)	904	ZNF598	ZNF598 family
Q86UL3	GPAT4_HUMAN	Homo sapiens (Human)	456	GPAT4	1-acyl-sn-glycerol-3-phosphate acyltransferase family
Q86UL8	MAGI2_HUMAN	Homo sapiens (Human)	1455	MAGI2	MAGUK family
Q86UN2	R4RL1_HUMAN	Homo sapiens (Human)	441	RTN4RL1	Nogo receptor family
Q86UN3	R4RL2_HUMAN	Homo sapiens (Human)	420	RTN4RL2	Nogo receptor family
Q86UN6	AKA28_HUMAN	Homo sapiens (Human)	197	AKAP14	
Q86UP0	CAD24_HUMAN	Homo sapiens (Human)	819	CDH24	
Q86UP2	KTN1_HUMAN	Homo sapiens (Human)	1357	KTN1	Kinectin family
Q86UP3	ZFHX4_HUMAN	Homo sapiens (Human)	3567	ZFHX4	Krueppel C2H2-type zinc-finger protein family
Q86UQ0	ZN589_HUMAN	Homo sapiens (Human)	364	ZNF589	Krueppel C2H2-type zinc-finger protein family
Q86UQ4	ABCAD_HUMAN	Homo sapiens (Human)	5058	ABCA13	ABC transporter superfamily
Q86UQ8	NFE4_HUMAN	Homo sapiens (Human)	179	NFE4	
Q86UR1	NOXA1_HUMAN	Homo sapiens (Human)	476	NOXA1	NCF2/NOXA1 family
Q86UR5	RIMS1_HUMAN	Homo sapiens (Human)	1692	RIMS1	
Q86US8	EST1A_HUMAN	Homo sapiens (Human)	1419	SMG6	
Q86UT5	NHRF4_HUMAN	Homo sapiens (Human)	571	PDZD3	
Q86UT6	NLRX1_HUMAN	Homo sapiens (Human)	975	NLRX1	NLRP family
Q86UT8	CATAC_HUMAN	Homo sapiens (Human)	332	CENATAC	
Q86UU0	BCL9L_HUMAN	Homo sapiens (Human)	1499	BCL9L	BCL9 family
Q86UU1	PHLB1_HUMAN	Homo sapiens (Human)	1377	PHLDB1	
Q86UU5	GGN_HUMAN	Homo sapiens (Human)	652	GGN	
Q86UU9	TKN4_HUMAN	Homo sapiens (Human)	113	TAC4	Tachykinin family
Q86UV5	UBP48_HUMAN	Homo sapiens (Human)	1035	USP48	Peptidase C19 family
Q86UV6	TRI74_HUMAN	Homo sapiens (Human)	250	TRIM74	TRIM/RBCC family
Q86UW1	OSTA_HUMAN	Homo sapiens (Human)	340	SLC51A	OST-alpha family
Q86UW2	OSTB_HUMAN	Homo sapiens (Human)	128	SLC51B	OST-beta family
Q86UW6	N4BP2_HUMAN	Homo sapiens (Human)	1770	N4BP2	
Q86UW7	CAPS2_HUMAN	Homo sapiens (Human)	1296	CADPS2	
Q86UW9	DTX2_HUMAN	Homo sapiens (Human)	622	DTX2	Deltex family
Q86UX2	ITIH5_HUMAN	Homo sapiens (Human)	942	ITIH5	ITIH family
Q86UX6	ST32C_HUMAN	Homo sapiens (Human)	486	STK32C	Protein kinase superfamily
Q86UX7	URP2_HUMAN	Homo sapiens (Human)	667	FERMT3	Kindlin family
Q86UY5	FA83A_HUMAN	Homo sapiens (Human)	434	FAM83A	FAM83 family
Q86UY6	NAA40_HUMAN	Homo sapiens (Human)	237	NAA40	Acetyltransferase family
Q86UZ6	ZBT46_HUMAN	Homo sapiens (Human)	589	ZBTB46	
Q86V15	CASZ1_HUMAN	Homo sapiens (Human)	1759	CASZ1	
Q86V20	SHLD2_HUMAN	Homo sapiens (Human)	835	SHLD2	SHLD2 family
Q86V24	PAQR2_HUMAN	Homo sapiens (Human)	386	ADIPOR2	ADIPOR family
Q86V25	VASH2_HUMAN	Homo sapiens (Human)	355	VASH2	Transglutaminase-like superfamily
Q86V40	TIKI1_HUMAN	Homo sapiens (Human)	505	TRABD2A	TIKI family
Q86V42	F124A_HUMAN	Homo sapiens (Human)	546	FAM124A	FAM124 family
Q86V48	LUZP1_HUMAN	Homo sapiens (Human)	1076	LUZP1	
Q86V81	THOC4_HUMAN	Homo sapiens (Human)	257	ALYREF	ALYREF family
Q86V86	PIM3_HUMAN	Homo sapiens (Human)	326	PIM3	Protein kinase superfamily
Q86V97	KBTB6_HUMAN	Homo sapiens (Human)	674	KBTBD6	
Q86VB7	C163A_HUMAN	Homo sapiens (Human)	1156	CD163	
Q86VD1	MORC1_HUMAN	Homo sapiens (Human)	984	MORC1	
Q86VD7	S2542_HUMAN	Homo sapiens (Human)	318	SLC25A42	Mitochondrial carrier (TC 2.A.29) family
Q86VD9	PIGZ_HUMAN	Homo sapiens (Human)	579	PIGZ	Glycosyltransferase 22 family
Q86VE0	MYPOP_HUMAN	Homo sapiens (Human)	399	MYPOP	
Q86VE9	SERC5_HUMAN	Homo sapiens (Human)	423	SERINC5	TDE1 family
Q86VF2	IGFN1_HUMAN	Homo sapiens (Human)	1251	IGFN1	
Q86VF5	MOGT3_HUMAN	Homo sapiens (Human)	341	MOGAT3	Diacylglycerol acyltransferase family
Q86VF7	NRAP_HUMAN	Homo sapiens (Human)	1730	NRAP	
Q86VH2	KIF27_HUMAN	Homo sapiens (Human)	1401	KIF27	TRAFAC class myosin-kinesin ATPase superfamily
Q86VI3	IQGA3_HUMAN	Homo sapiens (Human)	1631	IQGAP3	
Q86VI4	LAP4B_HUMAN	Homo sapiens (Human)	317	LAPTM4B	LAPTM4/LAPTM5 transporter family
